,Customer_ID,Name,Age,Gender,Email,Phone,Salary,Purchase_History,Signup_Date,Membership_Level,Feedback
4733,8797,Grace,25.0,Male,user4586@gmail.com,+234805329943,150000.0,6,2027-12-17,VIP,Average
4736,4494,Bob,22.0,Male,user2778@gmail.com,Invalid,100000.0,5,2027-12-20,Bronze,Excellent
4740,2184,Alice,30.0,Male,user902@gmail.com,+234805155862,30000.0,13,2027-12-24,VIP,Excellent
4741,9938,Grace,18.0,Female,user2131@gmail.com,+234808335811,50000.0,14,2027-12-25,Platinum,Good
4746,4956,Alice,22.0,Female,user4873@gmail.com,+234803996144,404993.47896967723,15,2027-12-30,Platinum,Average
4752,5675,Eve,30.0,Female,user4682@gmail.com,+234809710465,30000.0,16,2028-01-05,Platinum,Bad
4756,4243,David,35.0,Female,user2812@gmail.com,+234806428518,404993.47896967723,10,2028-01-09,Gold,Bad
4757,3181,Charlie,30.0,Male,user4858@gmail.com,+234807147900,150000.0,3,2028-01-10,VIP,Bad
4759,7646,David,35.0,Female,user1574@gmail.com,+234804473896,30000.0,12,2028-01-12,Silver,Excellent
4762,6798,Frank,30.0,Female,user3938@gmail.com,+234809370098,150000.0,16,2028-01-15,VIP,Good
4769,3774,Grace,35.0,Female,user2121@gmail.com,+234803418408,30000.0,15,2028-01-22,Gold,Bad
4770,6673,Alice,18.0,Male,user3797@gmail.com,+234804128795,100000.0,18,2028-01-23,Bronze,Poor
4772,9671,Eve,25.0,Female,user4451@gmail.com,+234809211851,50000.0,1,2028-01-25,Silver,Excellent
4774,4854,Charlie,22.0,Female,user3887@gmail.com,+234808750371,404993.47896967723,16,2028-01-27,Gold,Good
4775,9134,Bob,35.0,Male,user4482@gmail.com,+234802385636,1000000.0,16,2028-01-28,Platinum,Average
4784,4365,Frank,30.0,Female,user3124@gmail.com,+234804061448,150000.0,4,2028-02-06,Gold,Poor
4794,6452,Grace,35.0,Female,user209@gmail.com,Invalid,100000.0,5,2028-02-16,Platinum,Excellent
4795,4567,Frank,25.0,Female,user4156@gmail.com,+234806842434,50000.0,9,2028-02-17,VIP,Average
4796,4899,Frank,50.0,Female,user4378@gmail.com,Invalid,404993.47896967723,1,2028-02-18,Gold,Average
4797,7477,Hannah,30.0,Male,user3015@gmail.com,+234806649854,150000.0,2,2028-02-19,Silver,Bad
4799,2016,Frank,25.0,Female,user516@gmail.com,+234808807259,50000.0,12,2028-02-21,Platinum,Excellent
4801,3062,Alice,50.0,Female,user2379@gmail.com,+234804887668,50000.0,19,2028-02-23,Platinum,Average
4807,2231,Charlie,22.0,Male,user714@gmail.com,+234803571623,30000.0,17,2028-02-29,VIP,Average
4813,2689,Charlie,40.0,Male,user3802@gmail.com,+234805898821,404993.47896967723,0,2028-03-06,VIP,Average
4814,4917,Eve,30.0,Female,user4467@gmail.com,Invalid,70000.0,4,2028-03-07,Bronze,Excellent
4818,4862,Charlie,60.0,Female,user1531@gmail.com,+234802749043,100000.0,3,2028-03-11,Silver,Good
4822,2342,Eve,50.0,Male,user598@gmail.com,+234802401099,1000000.0,19,2028-03-15,Bronze,Bad
4824,3226,Eve,30.0,Male,user4639@gmail.com,+234804355607,404993.47896967723,0,2028-03-17,Silver,Poor
4825,2079,Alice,30.0,Female,user204@gmail.com,+234801732342,404993.47896967723,18,2028-03-18,Gold,Poor
4826,5206,Bob,50.0,Female,user1325@gmail.com,+234803705888,150000.0,19,2028-03-19,Silver,Good
4827,7280,David,25.0,Female,user776@gmail.com,+234807450138,70000.0,5,2028-03-20,VIP,Bad
4830,6089,Hannah,22.0,Male,user913@gmail.com,+234808483534,404993.47896967723,10,2028-03-23,Gold,Good
4834,3653,Bob,35.0,Male,user3505@gmail.com,+234805988064,70000.0,8,2028-03-27,Platinum,Good
4837,2141,Bob,22.0,Male,user1116@gmail.com,+234802680381,150000.0,4,2028-03-30,Gold,Excellent
4838,9558,Frank,40.0,Male,user4719@gmail.com,Invalid,404993.47896967723,12,2028-03-31,Silver,Average
4840,5041,Charlie,40.0,Female,user3800@gmail.com,+234806658314,404993.47896967723,3,2028-04-02,Platinum,Bad
4849,6266,David,25.0,Female,user4569@gmail.com,+234807595993,70000.0,1,2028-04-11,Gold,Good
4851,7681,Hannah,30.0,Female,user2715@gmail.com,+234804053675,70000.0,3,2028-04-13,Platinum,Excellent
4854,8082,Eve,30.0,Male,user4993@gmail.com,+234803336074,100000.0,15,2028-04-16,VIP,Bad
4860,6979,David,40.0,Female,user27@gmail.com,Invalid,150000.0,15,2028-04-22,VIP,Good
4862,2312,Grace,40.0,Female,user3163@gmail.com,+234808326145,30000.0,13,2028-04-24,Silver,Excellent
4865,4197,Hannah,30.0,Male,user2842@gmail.com,Invalid,1000000.0,8,2028-04-27,Gold,Poor
4866,6296,Grace,25.0,Female,user1485@gmail.com,+234802682761,70000.0,7,2028-04-28,Platinum,Excellent
4880,5086,Eve,22.0,Male,user431@gmail.com,+234803774504,100000.0,10,2028-05-12,Gold,Good
4886,5758,Grace,22.0,Male,user2855@gmail.com,+234806858769,50000.0,14,2028-05-18,Platinum,Poor
4887,1626,Hannah,30.0,Female,user3650@gmail.com,+234804165082,100000.0,19,2028-05-19,Silver,Average
4889,2375,Grace,18.0,Male,user81@gmail.com,+234804264761,404993.47896967723,3,2028-05-21,Silver,Bad
4890,2181,Alice,50.0,Male,user2000@gmail.com,+234804101435,100000.0,5,2028-05-22,Bronze,Average
4892,1490,David,18.0,Female,user2873@gmail.com,+234803624932,30000.0,5,2028-05-24,Gold,Poor
4893,4729,Frank,50.0,Female,user147@gmail.com,+234805954520,150000.0,7,2028-05-25,Bronze,Good
4896,4296,Alice,30.0,Male,user4235@gmail.com,+234801738154,50000.0,16,2028-05-28,Platinum,Poor
4898,6014,Eve,35.0,Male,user4535@gmail.com,+234806198286,70000.0,4,2028-05-30,Bronze,Poor
4901,3987,Eve,30.0,Male,user4525@gmail.com,+234801471610,70000.0,5,2028-06-02,Silver,Poor
4902,6585,David,22.0,Female,user1712@gmail.com,+234802209476,1000000.0,9,2028-06-03,Bronze,Average
4906,6254,Eve,18.0,Male,user1670@gmail.com,+234809189491,30000.0,1,2028-06-07,Silver,Good
4907,2073,Alice,25.0,Female,user4670@gmail.com,+234801782786,30000.0,4,2028-06-08,Silver,Excellent
4915,3159,David,50.0,Female,user981@gmail.com,+234806966341,100000.0,9,2028-06-16,Platinum,Excellent
4927,7060,Bob,50.0,Female,user1198@gmail.com,+234805099809,70000.0,9,2028-06-28,Platinum,Average
4930,6622,Alice,25.0,Male,user1664@gmail.com,+234806516792,70000.0,15,2028-07-01,Gold,Average
4943,5603,David,30.0,Male,user2328@gmail.com,+234804614217,1000000.0,5,2028-07-14,Gold,Bad
4953,2871,Grace,30.0,Male,user1207@gmail.com,Invalid,30000.0,7,2028-07-24,Gold,Bad
4957,9536,Grace,35.0,Female,user4686@gmail.com,+234808991674,100000.0,14,2028-07-28,Silver,Average
4958,9236,Grace,40.0,Female,user2263@gmail.com,+234801938971,150000.0,4,2028-07-29,Platinum,Average
4960,3068,Frank,50.0,Male,user1450@gmail.com,+234805359617,404993.47896967723,12,2028-07-31,VIP,Poor
4961,6753,Grace,60.0,Female,user1071@gmail.com,+234806834505,150000.0,11,2028-08-01,VIP,Poor
4962,8237,Eve,50.0,Female,user1563@gmail.com,+234804659786,50000.0,0,2028-08-02,Silver,Poor
4963,8016,David,30.0,Female,user725@gmail.com,+234801784126,1000000.0,5,2028-08-03,Silver,Average
4971,6051,Hannah,25.0,Male,user1911@gmail.com,+234805608001,30000.0,10,2028-08-11,Silver,Bad
4983,1787,Grace,35.0,Male,user4445@gmail.com,+234801466333,1000000.0,5,2028-08-23,Bronze,Poor
4984,7222,Frank,22.0,Male,user1759@gmail.com,+234807420940,100000.0,7,2028-08-24,Platinum,Average
4989,7915,Hannah,25.0,Male,user2824@gmail.com,+234807522291,50000.0,2,2028-08-29,Gold,Bad
4999,8465,Eve,30.0,Male,user3672@gmail.com,+234807173127,70000.0,7,2028-09-08,VIP,Good
5005,1198,Eve,30.0,Female,user4345@gmail.com,+234809317053,150000.0,4,2028-09-14,Gold,Average
5011,5086,Eve,30.0,Female,user4049@gmail.com,+234804549945,70000.0,10,2028-09-20,Platinum,Excellent
5013,7232,Alice,30.0,Male,user3093@gmail.com,Invalid,70000.0,4,2028-09-22,Gold,Poor
5014,1798,Hannah,30.0,Male,user4472@gmail.com,+234809472080,404993.47896967723,7,2028-09-23,Silver,Poor
5028,2490,Alice,50.0,Female,user3342@gmail.com,+234805326221,100000.0,18,2028-10-07,Bronze,Good
5031,4389,David,30.0,Female,user2566@gmail.com,+234802640716,100000.0,4,2028-10-10,VIP,Bad
5033,5479,Grace,30.0,Male,user1008@gmail.com,+234803848919,50000.0,5,2028-10-12,VIP,Bad
5040,8088,Bob,50.0,Male,user707@gmail.com,+234802167825,50000.0,11,2028-10-19,VIP,Good
5045,2167,Hannah,25.0,Female,user4841@gmail.com,+234809968989,100000.0,5,2028-10-24,Silver,Average
5046,9302,Hannah,30.0,Male,user164@gmail.com,+234804719400,70000.0,9,2028-10-25,Silver,Excellent
5055,2030,Alice,22.0,Male,user2137@gmail.com,+234801400379,150000.0,10,2028-11-03,Silver,Bad
5061,4197,Frank,35.0,Male,user3047@gmail.com,+234805292419,404993.47896967723,3,2028-11-09,Platinum,Excellent
5077,4797,Grace,30.0,Male,user211@gmail.com,+234802021463,150000.0,13,2028-11-25,Platinum,Poor
5086,7380,Alice,40.0,Female,user1282@gmail.com,+234806850395,70000.0,5,2028-12-04,Bronze,Average
5087,1615,Bob,30.0,Female,user1818@gmail.com,+234802841172,404993.47896967723,18,2028-12-05,Gold,Bad
5090,1463,Eve,50.0,Female,user1443@gmail.com,+234804189230,70000.0,8,2028-12-08,Silver,Poor
5092,4158,Hannah,22.0,Male,user2455@gmail.com,Invalid,100000.0,16,2028-12-10,Bronze,Poor
5095,6417,David,35.0,Male,user3922@gmail.com,+234808691634,1000000.0,18,2028-12-13,Silver,Excellent
5096,7004,Eve,25.0,Male,user1949@gmail.com,+234802349716,1000000.0,13,2028-12-14,VIP,Bad
5098,6603,Eve,30.0,Female,user4661@gmail.com,+234806114820,150000.0,19,2028-12-16,Bronze,Average
5099,3212,Grace,30.0,Female,user2694@gmail.com,+234808656435,404993.47896967723,7,2028-12-17,Platinum,Poor
5102,1382,Charlie,50.0,Female,user4591@gmail.com,+234806207057,50000.0,13,2028-12-20,Bronze,Average
5105,7146,Grace,50.0,Female,user3191@gmail.com,+234804407207,150000.0,18,2028-12-23,VIP,Excellent
5108,6565,Grace,50.0,Male,user1020@gmail.com,+234805548089,50000.0,2,2028-12-26,Bronze,Good
5109,9802,Eve,35.0,Male,user3543@gmail.com,+234804724472,150000.0,11,2028-12-27,Silver,Bad
5115,3939,Eve,22.0,Male,user3686@gmail.com,+234805403083,150000.0,1,2029-01-02,Silver,Good
5117,5813,Bob,35.0,Male,user4028@gmail.com,+234802346336,30000.0,6,2029-01-04,Gold,Good
5125,4662,Eve,40.0,Male,user1455@gmail.com,+234804417017,30000.0,15,2029-01-12,Silver,Bad
5126,5482,Frank,25.0,Female,user1241@gmail.com,+234806835661,150000.0,17,2029-01-13,Platinum,Bad
5128,6068,Eve,25.0,Female,user3035@gmail.com,+234802863620,404993.47896967723,4,2029-01-15,VIP,Good
5130,9033,Charlie,50.0,Female,user141@gmail.com,+234805535945,70000.0,0,2029-01-17,Platinum,Average
5135,7924,Bob,25.0,Male,user4161@gmail.com,+234806942630,50000.0,16,2029-01-22,Bronze,Bad
5141,4998,Alice,25.0,Female,user4585@gmail.com,+234802087480,70000.0,9,2029-01-28,Gold,Excellent
5147,3644,Bob,35.0,Male,user2626@gmail.com,+234808533438,50000.0,17,2029-02-03,VIP,Bad
5149,8951,Bob,30.0,Male,user3266@gmail.com,+234809271219,150000.0,15,2029-02-05,VIP,Average
5150,7449,Grace,30.0,Female,user4001@gmail.com,+234801572462,50000.0,18,2029-02-06,Silver,Average
5157,5225,Alice,50.0,Female,user4103@gmail.com,+234801155577,404993.47896967723,3,2029-02-13,Bronze,Good
5160,2505,David,22.0,Female,user2461@gmail.com,+234808060134,404993.47896967723,14,2029-02-16,Silver,Bad
5167,9456,Alice,60.0,Male,user330@gmail.com,+234801238492,404993.47896967723,10,2029-02-23,Bronze,Excellent
5168,9042,Eve,35.0,Female,user203@gmail.com,+234801547454,70000.0,9,2029-02-24,VIP,Poor
5174,3925,David,22.0,Female,user2615@gmail.com,+234807342141,150000.0,10,2029-03-02,Gold,Poor
5188,6583,Charlie,35.0,Female,user3060@gmail.com,+234806657670,1000000.0,12,2029-03-16,Silver,Good
5192,5567,Bob,30.0,Male,user4862@gmail.com,+234809915323,1000000.0,11,2029-03-20,Platinum,Bad
5195,7256,Grace,30.0,Female,user1786@gmail.com,+234806092328,1000000.0,8,2029-03-23,Platinum,Poor
5199,5284,David,40.0,Female,user3937@gmail.com,+234803464165,150000.0,18,2029-03-27,Gold,Bad
5200,9617,David,30.0,Female,user2629@gmail.com,+234805126635,30000.0,9,2029-03-28,Platinum,Average
5209,1145,Alice,25.0,Female,user433@gmail.com,+234802066673,50000.0,18,2029-04-06,Gold,Good
5212,1192,Bob,30.0,Female,user30@gmail.com,+234809481662,1000000.0,6,2029-04-09,Platinum,Excellent
5213,6187,Hannah,40.0,Female,user4153@gmail.com,+234803670320,70000.0,17,2029-04-10,Bronze,Bad
5218,3964,Alice,40.0,Male,user4054@gmail.com,+234808115017,50000.0,3,2029-04-15,VIP,Bad
5221,6882,Bob,50.0,Female,user2365@gmail.com,+234801224614,100000.0,6,2029-04-18,Silver,Poor
5226,7103,David,30.0,Male,user3382@gmail.com,+234809642958,30000.0,9,2029-04-23,VIP,Excellent
5233,8995,Bob,30.0,Female,user1370@gmail.com,+234805148663,404993.47896967723,10,2029-04-30,Bronze,Poor
5236,4605,Eve,30.0,Male,user3932@gmail.com,Invalid,70000.0,14,2029-05-03,Silver,Good
5239,3601,Eve,30.0,Female,user3253@gmail.com,+234803358489,30000.0,7,2029-05-06,Platinum,Bad
5249,2230,David,30.0,Female,user693@gmail.com,+234807048626,404993.47896967723,4,2029-05-16,VIP,Bad
5251,8607,Eve,35.0,Female,user4073@gmail.com,+234803473784,1000000.0,18,2029-05-18,Platinum,Average
5259,3757,Bob,60.0,Male,user3084@gmail.com,Invalid,100000.0,6,2029-05-26,Silver,Good
5260,7464,David,60.0,Female,user4764@gmail.com,+234804945249,150000.0,4,2029-05-27,Bronze,Bad
5270,4462,Alice,22.0,Male,user4430@gmail.com,+234803620172,50000.0,5,2029-06-06,Platinum,Average
5278,9518,Eve,50.0,Male,user3898@gmail.com,+234804137564,50000.0,3,2029-06-14,Platinum,Excellent
5279,5703,Frank,30.0,Male,user373@gmail.com,+234801791320,150000.0,16,2029-06-15,VIP,Bad
5284,2861,Grace,40.0,Female,user2444@gmail.com,+234803167598,1000000.0,18,2029-06-20,Silver,Excellent
5285,6269,Hannah,50.0,Male,user4370@gmail.com,+234804172070,404993.47896967723,15,2029-06-21,Platinum,Bad
5286,7943,Alice,22.0,Male,user3268@gmail.com,Invalid,1000000.0,15,2029-06-22,Gold,Excellent
5289,5846,Eve,18.0,Female,user756@gmail.com,Invalid,30000.0,16,2029-06-25,Silver,Average
5291,9081,David,25.0,Female,user1636@gmail.com,+234801553347,404993.47896967723,2,2029-06-27,Silver,Average
5293,6398,Alice,35.0,Female,user3131@gmail.com,+234802149509,100000.0,19,2029-06-29,Bronze,Average
5310,8776,Charlie,50.0,Male,user974@gmail.com,+234806533899,1000000.0,19,2029-07-16,Silver,Poor
5311,5943,Eve,50.0,Male,user4229@gmail.com,+234804958713,404993.47896967723,17,2029-07-17,Platinum,Good
5316,9092,Alice,60.0,Female,user216@gmail.com,Invalid,404993.47896967723,0,2029-07-22,Bronze,Poor
5319,9737,Alice,30.0,Male,user2152@gmail.com,+234806105465,1000000.0,0,2029-07-25,VIP,Excellent
5333,4161,Hannah,30.0,Female,user2627@gmail.com,+234802905666,100000.0,1,2029-08-08,Bronze,Bad
5338,8376,Frank,22.0,Female,user1772@gmail.com,+234805588631,70000.0,17,2029-08-13,Bronze,Excellent
5355,4672,Alice,60.0,Male,user2680@gmail.com,+234806344926,30000.0,16,2029-08-30,Platinum,Good
5359,7858,Alice,22.0,Female,user3111@gmail.com,+234809641499,70000.0,11,2029-09-03,Silver,Poor
5368,5823,Alice,30.0,Male,user3590@gmail.com,Invalid,404993.47896967723,0,2029-09-12,Bronze,Excellent
5373,8127,Grace,50.0,Female,user4263@gmail.com,+234803860368,150000.0,4,2029-09-17,Bronze,Poor
5374,4720,Charlie,30.0,Male,user86@gmail.com,+234807732446,70000.0,13,2029-09-18,Silver,Excellent
5384,1151,Eve,30.0,Female,user63@gmail.com,+234807762822,70000.0,0,2029-09-28,VIP,Excellent
5385,9777,David,40.0,Female,user2564@gmail.com,Invalid,100000.0,12,2029-09-29,Bronze,Bad
5386,9044,Alice,25.0,Male,user2883@gmail.com,Invalid,100000.0,6,2029-09-30,VIP,Excellent
5390,3148,Hannah,22.0,Female,user3374@gmail.com,+234806485932,70000.0,17,2029-10-04,Gold,Poor
5392,2552,Frank,60.0,Female,user4507@gmail.com,+234807163818,30000.0,8,2029-10-06,Platinum,Bad
5394,4085,Eve,60.0,Female,user1991@gmail.com,+234807423181,30000.0,5,2029-10-08,VIP,Good
5397,9926,Grace,22.0,Female,user799@gmail.com,+234805789612,150000.0,8,2029-10-11,Platinum,Bad
5405,8246,David,35.0,Female,user2690@gmail.com,+234809846960,150000.0,18,2029-10-19,Bronze,Excellent
5406,1154,Frank,22.0,Female,user2683@gmail.com,+234802119830,70000.0,17,2029-10-20,Silver,Average
5418,9096,Eve,25.0,Male,user2619@gmail.com,+234804651892,100000.0,9,2029-11-01,Bronze,Average
5424,9857,Hannah,30.0,Male,user3611@gmail.com,+234809446503,50000.0,5,2029-11-07,Bronze,Bad
5432,8011,Hannah,35.0,Male,user1238@gmail.com,+234803520593,70000.0,10,2029-11-15,Platinum,Poor
5435,7965,Eve,60.0,Female,user4582@gmail.com,+234801760563,50000.0,0,2029-11-18,Silver,Average
5436,7704,Eve,35.0,Female,user4105@gmail.com,+234801238102,30000.0,17,2029-11-19,Platinum,Average
5442,5582,Frank,25.0,Female,user364@gmail.com,+234803785057,150000.0,8,2029-11-25,VIP,Poor
5443,7031,Grace,30.0,Male,user3659@gmail.com,+234808460707,150000.0,18,2029-11-26,Gold,Bad
5444,5243,Frank,30.0,Male,user1490@gmail.com,+234808455139,100000.0,15,2029-11-27,Bronze,Poor
5446,5185,Grace,18.0,Male,user3230@gmail.com,+234804531396,50000.0,17,2029-11-29,Platinum,Poor
5450,1300,Frank,30.0,Female,user4243@gmail.com,Invalid,1000000.0,17,2029-12-03,Bronze,Excellent
5451,1723,Bob,30.0,Female,user1871@gmail.com,+234802401424,30000.0,7,2029-12-04,Silver,Good
5453,4010,Frank,40.0,Female,user3655@gmail.com,+234805202898,404993.47896967723,6,2029-12-06,Silver,Excellent
5458,1397,Grace,50.0,Male,user1546@gmail.com,+234802668979,150000.0,12,2029-12-11,Gold,Average
5461,9747,Alice,18.0,Female,user3844@gmail.com,+234808026731,100000.0,19,2029-12-14,Silver,Average
5468,2480,Bob,18.0,Male,user3022@gmail.com,Invalid,50000.0,17,2029-12-21,Bronze,Good
5479,9269,David,50.0,Female,user3224@gmail.com,+234803478159,1000000.0,16,2030-01-01,Silver,Average
5480,3831,Grace,22.0,Female,user2877@gmail.com,+234802855970,70000.0,9,2030-01-02,Platinum,Good
5482,2532,Frank,18.0,Male,user2203@gmail.com,+234809840966,1000000.0,4,2030-01-04,Platinum,Good
5493,9167,Bob,25.0,Male,user3436@gmail.com,+234805622023,100000.0,13,2030-01-15,Bronze,Excellent
5496,8727,Bob,18.0,Female,user3233@gmail.com,+234804345200,70000.0,4,2030-01-18,Gold,Poor
5502,9634,Charlie,25.0,Female,user1408@gmail.com,+234803642823,70000.0,16,2030-01-24,Silver,Poor
5506,1534,Alice,35.0,Female,user478@gmail.com,+234807151518,50000.0,8,2030-01-28,Silver,Bad
5508,2032,Alice,30.0,Male,user1727@gmail.com,+234801534698,50000.0,6,2030-01-30,VIP,Bad
5509,4342,Alice,25.0,Male,user4868@gmail.com,+234808254375,150000.0,10,2030-01-31,Gold,Poor
5519,5726,David,50.0,Female,user955@gmail.com,+234809326741,70000.0,17,2030-02-10,Silver,Average
5522,1363,Eve,25.0,Female,user1154@gmail.com,+234802025772,1000000.0,13,2030-02-13,Silver,Excellent
5529,4840,Charlie,50.0,Male,user4329@gmail.com,+234805949951,150000.0,10,2030-02-20,Platinum,Excellent
5532,6204,Bob,40.0,Male,user1130@gmail.com,+234805302700,70000.0,3,2030-02-23,Gold,Good
5536,1018,Grace,25.0,Male,user919@gmail.com,+234802796377,404993.47896967723,3,2030-02-27,Platinum,Poor
5539,6200,Alice,30.0,Male,user3402@gmail.com,+234806022390,150000.0,0,2030-03-02,Gold,Bad
5540,9521,Alice,30.0,Female,user4576@gmail.com,+234808198484,70000.0,8,2030-03-03,VIP,Poor
5544,4518,Bob,30.0,Male,user1140@gmail.com,+234804319918,100000.0,5,2030-03-07,Gold,Excellent
5552,7947,David,50.0,Male,user3981@gmail.com,+234804752071,150000.0,16,2030-03-15,Silver,Good
5553,7620,Grace,30.0,Male,user1487@gmail.com,+234808938981,404993.47896967723,5,2030-03-16,Bronze,Excellent
5554,5555,Frank,30.0,Male,user3761@gmail.com,+234801109614,150000.0,1,2030-03-17,Platinum,Poor
5555,6645,Charlie,30.0,Female,user4899@gmail.com,+234809772681,100000.0,12,2030-03-18,Platinum,Excellent
5556,9943,Alice,35.0,Male,user1758@gmail.com,+234803024964,100000.0,0,2030-03-19,Bronze,Bad
5562,6413,Alice,30.0,Female,user4555@gmail.com,+234804220832,404993.47896967723,0,2030-03-25,VIP,Poor
5570,9433,Charlie,30.0,Male,user3940@gmail.com,+234804627451,100000.0,16,2030-04-02,Bronze,Excellent
5574,1069,Alice,40.0,Male,user4837@gmail.com,+234802252171,404993.47896967723,1,2030-04-06,Gold,Average
5578,9992,Eve,50.0,Male,user4957@gmail.com,+234808773115,50000.0,18,2030-04-10,VIP,Good
5583,7495,David,50.0,Female,user2104@gmail.com,+234802642691,70000.0,18,2030-04-15,Silver,Excellent
5584,6935,Grace,30.0,Female,user323@gmail.com,+234802170340,100000.0,5,2030-04-16,VIP,Good
5586,6705,Charlie,30.0,Male,user4046@gmail.com,+234808972492,70000.0,6,2030-04-18,Gold,Good
5593,1737,David,30.0,Female,user1499@gmail.com,+234804384340,150000.0,4,2030-04-25,Platinum,Poor
5594,7200,Bob,60.0,Male,user1405@gmail.com,+234801124744,50000.0,11,2030-04-26,Silver,Poor
5603,8072,Eve,30.0,Female,user2379@gmail.com,+234807233432,50000.0,11,2030-05-05,Gold,Excellent
5615,1308,Bob,40.0,Male,user1376@gmail.com,+234809356238,404993.47896967723,5,2030-05-17,Gold,Good
5627,5957,Eve,30.0,Female,user3177@gmail.com,+234809590059,1000000.0,4,2030-05-29,Silver,Good
5629,6839,Grace,18.0,Female,user3144@gmail.com,+234804954616,100000.0,14,2030-05-31,Bronze,Average
5636,6533,Eve,25.0,Male,user1903@gmail.com,+234807231092,1000000.0,3,2030-06-07,Silver,Excellent
5638,7233,Grace,18.0,Male,user2195@gmail.com,+234807682456,404993.47896967723,1,2030-06-09,Gold,Bad
5641,4659,Hannah,50.0,Female,user2858@gmail.com,+234802636405,70000.0,18,2030-06-12,Gold,Bad
5642,2131,Grace,22.0,Female,user2582@gmail.com,+234801787180,70000.0,4,2030-06-13,Silver,Poor
5643,5763,Hannah,30.0,Male,user3402@gmail.com,+234806583577,70000.0,14,2030-06-14,Gold,Good
5647,4159,Charlie,50.0,Male,user3463@gmail.com,+234801897370,70000.0,11,2030-06-18,Bronze,Good
5658,1654,Eve,30.0,Female,user2126@gmail.com,+234803316525,150000.0,14,2030-06-29,Platinum,Excellent
5668,7154,David,18.0,Female,user1869@gmail.com,Invalid,50000.0,18,2030-07-09,Bronze,Average
5678,3508,Alice,30.0,Male,user4572@gmail.com,+234807292441,30000.0,8,2030-07-19,Gold,Good
5681,8311,Eve,30.0,Female,user2636@gmail.com,+234801315725,70000.0,8,2030-07-22,Platinum,Bad
5686,7964,Frank,60.0,Male,user3078@gmail.com,+234805648214,100000.0,2,2030-07-27,VIP,Excellent
5689,9447,Eve,35.0,Male,user465@gmail.com,+234801120955,50000.0,14,2030-07-30,VIP,Average
5690,2007,Charlie,60.0,Male,user405@gmail.com,+234802597103,150000.0,7,2030-07-31,Silver,Poor
5696,1098,Charlie,50.0,Male,user3602@gmail.com,+234802199749,150000.0,1,2030-08-06,Platinum,Poor
5697,9388,David,60.0,Female,user597@gmail.com,+234803028000,1000000.0,13,2030-08-07,VIP,Bad
5700,3665,Bob,60.0,Female,user4060@gmail.com,Invalid,100000.0,12,2030-08-10,Silver,Excellent
5702,3415,Eve,25.0,Male,user338@gmail.com,+234803713805,30000.0,17,2030-08-12,Platinum,Bad
5713,7450,David,30.0,Female,user4263@gmail.com,+234805177355,1000000.0,19,2030-08-23,Silver,Bad
5714,7520,Charlie,22.0,Female,user2774@gmail.com,+234808440255,50000.0,7,2030-08-24,Gold,Excellent
5715,1654,Hannah,25.0,Male,user4910@gmail.com,+234806353058,150000.0,8,2030-08-25,Bronze,Good
5720,4666,David,25.0,Female,user82@gmail.com,+234806019133,150000.0,15,2030-08-30,Gold,Bad
5725,4985,Bob,30.0,Female,user1670@gmail.com,+234809329200,100000.0,14,2030-09-04,Bronze,Bad
5745,7731,Alice,22.0,Male,user1014@gmail.com,+234801551701,1000000.0,19,2030-09-24,Platinum,Excellent
5749,3911,Hannah,40.0,Female,user4066@gmail.com,+234804955664,150000.0,4,2030-09-28,Bronze,Average
5753,5951,Hannah,22.0,Male,user2013@gmail.com,+234802154582,50000.0,10,2030-10-02,Bronze,Excellent
5754,9098,Frank,22.0,Female,user4344@gmail.com,+234807763158,30000.0,3,2030-10-03,Bronze,Excellent
5760,2173,Charlie,40.0,Male,user1923@gmail.com,+234808062465,404993.47896967723,9,2030-10-09,Silver,Good
5763,3262,Grace,30.0,Female,user1344@gmail.com,+234803834616,100000.0,11,2030-10-12,Bronze,Good
5764,5567,David,60.0,Female,user2810@gmail.com,+234804000345,150000.0,12,2030-10-13,VIP,Bad
5765,4815,David,35.0,Male,user3202@gmail.com,+234802291698,70000.0,12,2030-10-14,Platinum,Good
5774,4151,Frank,22.0,Female,user4177@gmail.com,+234806496732,50000.0,6,2030-10-23,Silver,Average
5779,5573,Hannah,30.0,Male,user2403@gmail.com,+234805804137,150000.0,12,2030-10-28,Gold,Poor
5780,4491,Hannah,50.0,Male,user4694@gmail.com,+234806998619,100000.0,0,2030-10-29,VIP,Good
5782,7997,Bob,30.0,Female,user2463@gmail.com,+234805894358,1000000.0,0,2030-10-31,Gold,Poor
5785,6755,Alice,40.0,Female,user2312@gmail.com,+234805806680,150000.0,1,2030-11-03,Bronze,Good
5788,2334,David,30.0,Female,user748@gmail.com,Invalid,100000.0,1,2030-11-06,Bronze,Good
5789,6588,Grace,40.0,Female,user583@gmail.com,+234807967551,150000.0,8,2030-11-07,VIP,Excellent
5793,8865,Grace,22.0,Female,user722@gmail.com,+234808498957,404993.47896967723,2,2030-11-11,Gold,Average
5799,5428,Grace,30.0,Male,user4821@gmail.com,+234806051131,404993.47896967723,1,2030-11-17,Platinum,Bad
5801,9605,Bob,30.0,Female,user3656@gmail.com,+234808427495,150000.0,16,2030-11-19,VIP,Average
5802,9236,David,40.0,Female,user4739@gmail.com,+234805628000,70000.0,10,2030-11-20,Gold,Good
